,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.0,0.36,0.27,0.93,0.06,0.0,0.08,0.0,0.77
flylegacy.csv,0.76,0.67,1.0,0.93,0.78,0.4,0.6,0.52,0.57
ftm.csv,0.24,0.18,0.51,0.43,0.34,0.43,0.64,0.44,0.95
jguard.csv,0.72,0.73,0.7,0.83,0.56,0.93,0.96,0.52,0.8
m-a-d-n-e-s-s.csv,0.12,0.09,0.46,0.27,0.11,0.07,0.88,0.08,0.38
mob-sen-plat.csv,0.52,1.0,0.54,0.11,0.22,0.43,0.4,0.44,0.36
raygina.csv,0.92,0.09,0.59,0.49,0.41,0.1,0.4,0.52,0.51
upp-mirror.csv,0.4,0.15,0.44,0.5,1.0,0.27,0.4,0.16,0.43
yarp.csv,0.48,0.39,0.6,0.47,0.25,0.37,0.56,1.0,0.25
