,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,m-a-d-n-e-s-s.csv,yarp.csv,ftm.csv
bloodycore.csv,0.8,0.64,0.9,0.98,0.86,0.0,0.5,0.0,0.52
flylegacy.csv,0.42,0.46,0.38,0.43,0.41,0.68,0.53,0.45,0.49
ftm.csv,0.73,0.86,0.54,0.59,0.76,0.55,0.5,0.59,0.53
jguard.csv,0.46,0.42,0.48,0.4,0.58,0.68,0.4,0.65,0.47
m-a-d-n-e-s-s.csv,0.67,0.86,0.44,0.94,0.89,0.86,0.68,0.75,0.71
mob-sen-plat.csv,0.53,0.36,0.55,0.92,0.83,0.76,0.76,0.56,0.62
raygina.csv,0.61,0.89,0.49,0.62,0.57,0.73,0.88,0.63,0.75
upp-mirror.csv,0.54,0.83,0.45,0.6,0.45,0.76,0.55,0.53,0.54
yarp.csv,0.53,0.58,0.49,0.67,0.88,0.75,0.75,0.64,0.97
