,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,0.73,0.07,0.91,0.97,0.92,0.96,0.96,0.83,0.88,0.78
bibedt.csv,0.5,0.91,0.75,0.83,1.0,0.43,0.1,0.61,0.83,0.74
cascading.csv,0.77,0.79,0.65,0.59,0.7,0.49,0.64,0.63,0.0,0.74
firebreath.csv,0.88,0.86,0.05,0.61,0.92,0.69,0.75,0.73,0.8,0.75
fritzing.csv,0.06,0.96,0.55,0.79,0.92,0.6,0.7,0.56,0.73,0.78
httpcontentparser.csv,0.69,0.66,0.9,0.97,0.89,0.15,0.85,0.95,1.0,0.86
mpgravity.csv,0.69,0.69,0.82,0.6,0.0,0.68,0.81,0.73,0.75,0.79
patterntesting.csv,0.83,0.71,0.78,0.04,0.69,0.67,1.02,0.58,0.75,0.44
roller.csv,0.93,0.89,0.61,0.42,0.73,0.45,0.72,0.02,0.62,0.49
xfce.csv,0.54,0.79,0.58,0.82,0.99,0.58,0.91,0.78,0.72,0.07
