,fritzing.csv,aubit4gl.csv,firebreath.csv,patterntesting.csv,mpgravity.csv,httpcontentparser.csv,bibedt.csv,roller.csv,cascading.csv,xfce.csv
aubit4gl.csv,1.0,0.0,3.0,8.0,3.0,33.0,11.0,3.0,0.0,3.0
bibedt.csv,0.0,1.0,1.0,0.0,52.0,3.0,0.0,0.0,0.0,1.0
cascading.csv,0.0,0.0,1.0,5.0,5.0,2.0,9.0,0.0,0.0,1.0
firebreath.csv,1.0,2.0,0.0,3.0,1.0,5.0,8.0,0.0,0.0,0.0
fritzing.csv,0.0,2.0,2.0,2.0,1.0,2.0,9.0,0.0,0.0,0.0
httpcontentparser.csv,6.0,2.0,2.0,0.0,1.0,0.0,8.0,1.0,149.0,0.0
mpgravity.csv,0.0,1.0,0.0,0.0,0.0,14.0,6.0,4.0,0.0,3.0
patterntesting.csv,3.0,1.0,1.0,0.0,0.0,12.0,50.0,0.0,1.0,0.0
roller.csv,0.0,0.0,6.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0
xfce.csv,1.0,2.0,1.0,6.0,6.0,21.0,13.0,0.0,2.0,0.0
