,nullc.csv,superwaba.csv,sylpheed-claws.csv,flexpay.csv,bacnet.csv,pgui.csv,lufa-lib.csv,xqilla.csv,bibletime.csv
bacnet.csv,0.48,0.43,0.52,0.58,0.47,0.45,0.83,0.48,0.47
bibletime.csv,0.45,0.43,0.41,0.41,0.38,0.4,0.52,0.33,0.37
flexpay.csv,0.65,0.96,0.0,0.64,0.55,0.75,0.71,0.97,0.82
lufa-lib.csv,0.49,0.91,0.66,0.45,0.59,0.58,0.72,0.95,0.51
nullc.csv,0.51,0.43,0.45,0.4,0.51,0.43,0.66,0.39,0.44
pgui.csv,0.5,0.48,0.0,0.98,0.39,0.57,0.52,0.0,0.4
superwaba.csv,0.39,0.44,0.33,0.36,0.4,0.4,0.51,0.33,0.36
sylpheed-claws.csv,0.44,0.43,0.46,0.37,0.38,0.4,0.52,0.39,0.36
xqilla.csv,0.84,0.68,0.95,0.99,0.8,0.79,0.61,0.9,0.93
