,twostep.csv,fluent-nhibernate.csv,jmule.csv,jython.csv,go.csv,oppna-program-hsatools.csv,magicwars.csv,turbotrader-bos.csv,xmemcached.csv
fluent-nhibernate.csv,0.27,0.91,0.5,0.68,0.56,0.31,0.51,0.42,0.62
go.csv,0.66,0.79,0.72,0.91,0.7,0.65,0.6,0.6,0.55
jmule.csv,0.72,0.82,0.88,0.29,0.71,0.66,0.64,0.73,0.68
jython.csv,0.42,0.54,0.0,0.9,0.19,0.24,0.51,0.52,0.39
magicwars.csv,0.0,0.21,0.45,0.0,0.0,0.7,0.67,0.53,0.55
oppna-program-hsatools.csv,0.0,0.05,0.13,0.31,0.65,0.86,0.27,0.66,0.48
turbotrader-bos.csv,0.64,0.75,0.0,0.79,0.48,0.16,0.36,0.7,0.67
twostep.csv,0.87,0.75,0.71,0.24,0.62,0.64,0.61,0.69,0.72
xmemcached.csv,0.0,0.54,0.13,0.09,0.0,0.62,0.56,0.13,0.78
