,gtad.csv,kaffeine.csv,taokgame.csv,htmlunit.csv,jsr308-langtools.csv,continuum-ide.csv,anaxagora.csv,stemkit.csv,buddata-ebxml-registry.csv
anaxagora.csv,0.51,0.62,0.59,0.6,0.54,0.62,0.68,0.57,0.58
buddata-ebxml-registry.csv,0.0,0.0,0.05,0.38,0.46,0.13,0.23,0.27,0.93
continuum-ide.csv,0.55,0.21,0.0,0.54,0.31,0.75,0.22,0.2,0.29
gtad.csv,0.96,0.17,0.12,0.46,0.42,0.39,0.28,0.37,0.22
htmlunit.csv,0.83,0.49,0.23,0.59,0.62,0.56,0.46,0.52,0.73
jsr308-langtools.csv,0.75,0.73,0.6,0.0,0.92,0.36,0.52,0.24,0.83
kaffeine.csv,0.17,0.87,0.12,0.69,0.0,0.51,0.37,0.5,0.5
stemkit.csv,0.0,0.52,0.6,0.44,0.52,0.28,0.0,0.81,0.35
taokgame.csv,0.53,0.12,0.98,0.17,0.26,0.28,0.4,0.2,0.35
