,cleartk.csv,intact.csv,miranda-icq.csv,roolo.csv,ofbiz.csv
cleartk.csv,0.86,0.61,0.61,0.64,0.56
intact.csv,0.63,0.53,0.05,0.29,0.62
miranda-icq.csv,0.54,0.46,0.62,0.39,0.58
ofbiz.csv,0.45,0.49,0.33,0.34,0.75
roolo.csv,0.54,0.5,0.62,0.71,0.52
