,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.97,1.0,1.0,0.0,0.98,1.0
jahshaka.csv,0.08,0.0,0.3,0.0,0.26,0.28
jam-daq.csv,0.13,0.12,0.11,0.33,0.27,0.02
jatlas.csv,0.33,0.0,0.0,0.67,0.0,0.2
jedit.csv,0.0,0.27,0.43,0.0,0.29,0.46
open-media-library.csv,0.76,0.27,0.02,0.67,0.44,0.57
