,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,1.0,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.28,0.91,0.18,0.22,0.2,0.29
jam-daq.csv,0.28,0.27,0.22,0.65,0.2,0.98
jatlas.csv,0.31,0.0,0.0,0.13,1.0,0.18
jedit.csv,0.95,0.55,0.52,0.67,0.4,0.67
open-media-library.csv,0.84,0.27,0.98,0.68,0.6,0.82
