,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,17.0,67.0,2.0,0.0
emono.csv,2.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,16.0,67.0,2.0,0.0
freedom-erp.csv,1.0,78.0,1.0,84.0,1.0,0.0,0.0,0.0,107.0,67.0,5.0,0.0
jchassis.csv,60.0,78.0,78.0,84.0,67.0,68.0,147.0,166.0,107.0,0.0,322.0,121.0
jmoney.csv,0.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,8.0,67.0,7.0,0.0
jmonkeyengine.csv,0.0,78.0,0.0,5.0,0.0,2.0,1.0,0.0,107.0,10.0,0.0,1.0
jsidplay2.csv,5.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,32.0,67.0,29.0,0.0
matrex.csv,4.0,1.0,0.0,84.0,0.0,2.0,0.0,1.0,6.0,67.0,2.0,0.0
mediate.csv,12.0,3.0,0.0,4.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,0.0
mesa3d.csv,15.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,11.0,7.0,0.0,3.0
pustefix.csv,16.0,5.0,3.0,0.0,0.0,2.0,3.0,1.0,107.0,9.0,2.0,0.0
reaper3d.csv,18.0,5.0,3.0,84.0,0.0,2.0,2.0,1.0,0.0,10.0,322.0,121.0
