,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.88,0.7,0.8,0.81,0.95,0.63,0.8,0.5,0.72,0.74,0.76,0.84,0.92,0.69,0.75,0.88
chipster.csv,0.96,0.75,0.51,0.66,0.67,0.74,0.51,0.63,0.54,0.83,0.81,0.87,0.82,0.8,0.52,0.75
delphilhlplib.csv,0.72,0.73,0.8,0.36,0.93,0.71,0.87,0.72,0.79,0.51,0.83,0.62,0.82,0.7,0.61,1.01
emite.csv,0.8,0.74,0.71,1.0,0.92,0.95,0.68,0.7,0.73,0.84,0.79,0.42,0.81,0.85,0.66,1.0
hydrate.csv,0.73,0.81,0.66,0.89,0.66,0.8,1.07,0.92,0.91,1.01,0.81,0.85,0.7,0.49,0.56,1.35
ivataopenportal.csv,0.71,0.83,0.98,0.73,0.4,0.91,0.9,0.87,0.85,0.69,0.71,0.77,0.69,0.72,0.74,0.97
jppf-project.csv,0.6,0.92,0.79,0.63,0.77,0.74,0.27,0.77,0.53,0.89,0.94,0.73,0.71,0.61,0.85,0.76
kolmafia.csv,0.98,0.79,0.61,0.66,0.93,0.94,0.76,0.78,0.39,0.81,0.9,0.64,0.57,0.64,0.58,0.94
l2j.csv,0.68,0.75,0.67,1.0,0.89,0.75,0.87,0.73,0.57,0.85,0.82,0.69,0.41,0.64,0.76,1.05
mb-unit.csv,0.82,0.57,0.64,1.01,0.87,0.82,0.76,0.69,0.95,0.81,0.64,0.87,0.77,0.52,0.95,1.0
opde.csv,0.4,0.8,0.64,0.95,0.62,0.76,0.76,0.68,0.73,0.75,0.64,0.64,0.72,0.58,0.79,1.35
pamguard.csv,0.78,0.7,0.68,0.89,0.69,0.45,0.69,0.69,0.55,0.97,0.95,0.69,0.82,0.77,0.8,1.17
quark.csv,0.92,0.93,0.91,0.91,0.93,0.97,1.0,0.97,0.98,0.29,0.89,0.94,0.89,0.81,0.97,1.0
stajistics.csv,0.74,0.59,0.61,1.0,0.64,0.87,0.89,0.69,0.97,0.85,0.61,0.72,0.67,0.36,0.89,0.98
tigermud.csv,0.73,0.83,0.7,0.79,0.82,0.78,0.84,0.8,0.53,0.84,0.47,1.0,0.89,0.74,0.8,0.59
