,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,uwom.csv,geochat.csv
adaptagrams.csv,0.79,0.89,0.4,0.23,0.28,0.44,0.25
aime.csv,0.53,0.78,0.12,0.0,0.3,0.08,0.32
badtrinitycore.csv,0.0,0.0,0.33,0.33,0.24,0.42,0.29
electric-core.csv,0.59,0.85,0.41,0.18,0.18,0.35,0.22
geochat.csv,0.6,0.78,0.14,0.05,0.22,0.07,0.38
olsrd.csv,0.6,0.91,0.28,0.18,0.17,0.33,0.29
uwom.csv,0.4,0.0,0.31,0.26,0.18,0.46,0.22
