,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.92,0.7,0.83,0.72,0.71,0.28
google-web-toolkit.csv,0.54,0.6,0.6,0.92,0.53,0.62
open-data-kit.csv,0.6,0.81,0.3,0.64,0.78,0.92
qtractor.csv,0.38,0.73,0.51,0.47,0.71,0.78
quarkplayer.csv,0.79,0.42,0.76,0.88,0.85,0.64
zoolib.csv,0.49,0.6,0.59,0.39,0.7,0.84
