,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.79,0.67,0.64,0.7,0.48,0.23
google-web-toolkit.csv,0.33,0.24,0.23,0.17,0.41,0.6
open-data-kit.csv,0.58,0.8,0.2,0.64,0.7,0.39
qtractor.csv,0.29,0.68,0.18,0.34,0.43,0.4
quarkplayer.csv,0.25,0.32,0.27,0.12,0.2,0.4
zoolib.csv,0.17,0.39,0.09,0.21,0.33,0.13
