,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.41,0.63,0.44,0.62,0.49,0.82
google-web-toolkit.csv,0.59,0.49,0.49,0.12,0.64,0.68
open-data-kit.csv,0.71,0.53,0.78,0.71,0.53,0.2
qtractor.csv,0.74,0.58,0.57,0.68,0.45,0.36
quarkplayer.csv,0.29,0.72,0.33,0.16,0.2,0.52
zoolib.csv,0.58,0.56,0.47,0.7,0.43,0.2
