,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.44,0.08,0.56,0.1,0.58,0.26
google-web-toolkit.csv,0.67,0.12,0.77,0.05,0.7,0.12
open-data-kit.csv,0.63,0.07,0.87,0.12,0.57,0.04
qtractor.csv,0.75,0.07,0.83,0.16,0.59,0.07
quarkplayer.csv,0.54,0.14,0.65,0.1,0.55,0.11
zoolib.csv,0.79,0.09,0.89,0.23,0.62,0.11
