,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,0.12,0.0,0.03,0.0,0.0,1.0,0.0,0.0,0.06,0.0
fityk.csv,0.19,0.23,0.66,0.58,0.6,0.0,0.29,0.96,0.31,0.31
freenet.csv,0.22,0.3,0.99,0.65,0.55,0.07,0.42,0.74,0.41,0.3
geogebra.csv,0.13,0.31,0.7,0.31,0.69,0.04,0.5,0.19,0.39,0.96
hibernate.csv,0.19,0.37,0.49,0.2,0.56,0.14,0.39,0.12,0.96,0.34
itext.csv,0.24,0.48,0.68,0.72,1.0,0.1,0.53,0.7,0.43,0.47
k3b.csv,0.2,0.46,0.68,0.99,0.7,0.0,0.48,0.69,0.42,0.47
lamp.csv,0.93,0.16,0.41,0.5,0.62,0.0,0.46,0.39,0.23,0.35
megameknet.csv,0.15,0.42,0.6,0.57,0.68,0.05,0.95,0.12,0.42,0.4
thout.csv,0.16,0.94,0.7,0.59,0.64,0.06,0.39,0.67,0.38,0.33
