,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,0.33,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.38,0.0
fityk.csv,0.17,0.22,0.72,0.81,0.61,0.0,0.35,1.0,0.27,0.25
freenet.csv,0.13,0.26,0.99,0.74,0.48,0.04,0.35,0.68,0.36,0.22
geogebra.csv,0.12,0.2,0.66,0.79,0.54,0.02,0.69,0.62,0.27,0.99
hibernate.csv,0.17,0.28,0.81,0.58,0.6,0.08,0.4,0.5,0.99,0.24
itext.csv,0.14,0.4,0.68,0.76,1.0,0.05,0.44,0.69,0.37,0.35
k3b.csv,0.12,0.36,0.71,1.0,0.68,0.0,0.35,0.72,0.41,0.33
lamp.csv,0.93,0.26,0.82,0.91,0.89,0.0,0.55,0.92,0.43,0.5
megameknet.csv,0.08,0.37,0.78,0.67,0.57,0.03,0.98,0.6,0.41,0.28
thout.csv,0.1,1.0,0.63,0.68,0.54,0.03,0.33,0.7,0.27,0.23
