,lamp.csv,thout.csv,freenet.csv,k3b.csv,itext.csv,fido.csv,megameknet.csv,fityk.csv,hibernate.csv,geogebra.csv
fido.csv,2.0,190.0,1.0,81.0,63.0,0.0,306.0,65.0,2.0,395.0
fityk.csv,6.0,13.0,1.0,0.0,2.0,106.0,7.0,0.0,5.0,20.0
freenet.csv,5.0,1.0,0.0,0.0,7.0,17.0,3.0,0.0,2.0,18.0
geogebra.csv,10.0,2.0,2.0,2.0,10.0,20.0,2.0,0.0,13.0,0.0
hibernate.csv,11.0,10.0,2.0,2.0,6.0,6.0,7.0,1.0,0.0,7.0
itext.csv,0.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,14.0
k3b.csv,15.0,1.0,1.0,0.0,0.0,106.0,24.0,2.0,0.0,21.0
lamp.csv,0.0,9.0,2.0,0.0,0.0,106.0,9.0,0.0,6.0,9.0
megameknet.csv,4.0,6.0,1.0,0.0,10.0,27.0,0.0,2.0,24.0,8.0
thout.csv,12.0,0.0,2.0,0.0,9.0,24.0,3.0,0.0,44.0,7.0
