,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.63,0.0,0.39,0.24,0.17,0.45,0.52,0.09,0.0,0.14,0.31,0.59,0.0,0.05,0.77,0.27,0.05,0.13,0.41
co-ode-owl-plugins.csv,0.63,0.49,0.63,0.61,0.69,0.73,0.6,0.57,0.28,0.71,0.58,0.09,0.63,0.71,0.23,0.63,0.45,0.56,0.59
exl.csv,0.49,0.5,0.11,0.71,0.53,0.59,0.59,0.25,0.51,0.2,0.62,0.52,0.13,0.39,0.43,0.52,0.66,0.6,0.77
firebreath.csv,0.34,0.48,0.74,0.65,0.69,0.71,0.61,0.68,0.17,0.46,0.66,0.63,0.63,0.62,0.25,0.53,0.09,0.33,0.74
irplus.csv,0.51,0.51,0.11,0.74,0.42,0.61,0.64,0.46,0.6,0.25,0.39,0.45,0.47,0.87,0.22,0.65,0.65,0.34,0.49
jasperreports.csv,0.46,0.5,0.37,0.17,0.41,0.43,0.55,0.48,0.0,0.13,0.26,0.24,0.25,0.94,0.16,0.41,0.63,0.25,0.59
javaprofiler.csv,0.63,0.59,0.57,0.17,0.09,0.58,0.62,0.61,0.45,0.77,0.73,0.4,0.27,0.71,0.24,0.64,0.27,0.77,0.0
konversation.csv,0.25,0.41,0.4,0.7,0.5,0.5,0.56,0.71,0.28,0.54,0.16,0.54,0.66,0.67,0.17,0.65,0.41,0.57,0.59
lazarus-ccr.csv,0.79,0.45,0.09,0.27,0.38,0.48,0.54,0.49,0.45,0.64,0.22,0.52,0.68,0.31,0.58,0.49,0.34,0.41,0.26
linuxsh.csv,0.55,0.52,0.71,0.1,0.2,0.62,0.33,0.2,0.0,0.7,0.56,0.4,0.07,0.05,0.28,0.28,0.09,0.18,0.65
migen.csv,0.24,0.42,0.6,0.67,0.63,0.43,0.71,0.47,0.06,0.73,0.6,0.55,0.07,0.9,0.1,0.47,0.16,0.42,0.79
moviesandbox.csv,0.48,0.5,0.4,0.82,0.56,0.69,0.52,0.61,0.12,0.68,0.71,0.57,0.57,0.59,0.36,0.44,0.23,0.59,0.68
mvnforum.csv,0.1,0.27,0.6,0.0,0.57,0.5,0.39,0.31,0.06,0.66,0.57,0.37,0.63,0.1,0.5,0.37,0.09,0.44,0.44
nebuladevice.csv,0.5,0.32,0.0,0.27,0.29,0.3,0.45,0.43,0.53,0.75,0.25,0.48,0.2,0.35,0.38,0.19,0.62,0.56,0.43
ontomorphtab.csv,0.36,0.72,0.27,0.65,0.7,0.6,0.65,0.65,0.56,0.3,0.55,0.71,0.37,0.89,0.28,0.58,0.52,0.35,0.81
opengs.csv,0.1,0.17,0.58,0.7,0.62,0.65,0.33,0.45,0.17,0.2,0.76,0.55,0.5,0.53,0.34,0.36,0.36,0.46,0.78
scite-ru.csv,0.27,0.71,0.74,0.57,0.67,0.61,0.6,0.57,0.55,0.6,0.73,0.43,0.09,0.0,0.0,0.62,0.25,0.0,0.47
tokratan.csv,0.25,0.42,0.48,0.61,0.58,0.59,0.59,0.31,0.12,0.07,0.18,0.63,0.62,0.77,0.15,0.48,0.54,0.59,0.64
xuggle.csv,0.64,0.55,0.64,0.6,0.75,0.62,0.55,0.57,0.62,0.32,0.75,0.82,0.64,0.13,0.62,0.63,0.48,0.61,0.57
