,lazarus-ccr.csv,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,migen.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,mvnforum.csv,jasperreports.csv,bwapi.csv,irplus.csv,nebuladevice.csv,javaprofiler.csv,exl.csv
bwapi.csv,0.44,0.45,0.47,0.43,0.5,0.51,0.42,0.42,0.36,0.38,0.91,0.6,0.31,0.46,0.63,0.35,0.32,0.4,0.59
co-ode-owl-plugins.csv,0.55,0.53,0.72,0.6,0.61,0.44,0.46,0.59,0.86,0.95,0.37,0.43,0.44,0.6,0.5,0.53,0.48,0.64,0.46
exl.csv,0.48,0.62,0.89,0.48,0.64,0.38,0.48,0.71,0.38,0.61,0.58,0.58,0.91,0.78,0.8,0.59,0.47,0.61,0.43
firebreath.csv,0.8,0.5,0.54,0.49,0.57,0.38,0.41,0.54,0.67,0.63,0.42,0.47,0.4,0.76,0.6,0.44,0.8,0.7,0.4
irplus.csv,0.36,0.39,0.58,0.4,0.74,0.33,0.32,0.43,0.34,0.43,0.56,0.57,0.3,0.37,0.45,0.43,0.38,0.56,0.37
jasperreports.csv,0.47,0.67,0.51,0.43,0.55,0.55,0.47,0.46,0.35,0.39,0.55,0.89,0.7,0.69,0.94,0.52,0.37,0.94,0.48
javaprofiler.csv,0.46,0.45,0.57,0.42,0.49,0.41,0.37,0.53,0.62,0.63,0.39,0.42,0.29,0.45,0.57,0.47,0.33,0.52,0.46
konversation.csv,0.88,0.58,0.84,0.5,0.84,0.54,0.48,0.44,0.94,0.86,0.95,0.5,0.45,0.58,0.75,0.44,0.51,0.53,0.58
lazarus-ccr.csv,0.56,0.52,0.45,0.72,0.54,0.69,0.46,0.65,0.64,0.78,0.82,0.51,0.45,0.62,0.55,0.39,0.55,0.56,0.68
linuxsh.csv,0.56,0.67,0.64,0.9,0.97,0.43,0.77,0.96,0.67,0.95,0.38,0.49,0.91,0.98,0.53,0.9,0.75,0.92,0.5
migen.csv,0.64,0.67,0.55,0.59,0.7,0.79,0.46,0.76,0.67,0.82,0.56,0.51,0.86,0.68,0.91,0.54,0.94,0.71,0.44
moviesandbox.csv,0.61,0.49,0.93,0.52,0.79,0.38,0.62,0.57,0.89,0.95,0.55,0.5,0.47,0.73,0.57,0.76,0.75,0.57,0.47
mvnforum.csv,0.67,0.79,0.6,0.83,0.79,0.44,0.82,0.97,0.0,0.92,0.78,0.86,0.58,0.81,0.86,0.85,0.95,0.63,0.88
nebuladevice.csv,0.57,0.68,0.0,0.65,0.76,0.79,0.57,0.61,0.47,0.66,0.89,0.75,0.92,0.99,0.83,0.94,0.67,0.55,0.68
ontomorphtab.csv,0.43,0.4,0.44,0.41,0.48,0.43,0.33,0.39,0.34,0.39,0.35,0.44,0.45,0.41,0.52,0.4,0.31,0.59,0.45
opengs.csv,0.5,0.8,0.55,0.62,0.66,0.39,0.67,0.57,0.8,0.75,0.53,0.65,0.44,0.62,0.71,0.74,0.53,0.57,0.42
scite-ru.csv,0.36,0.47,0.46,0.57,0.58,0.38,0.42,0.49,0.58,0.51,0.44,0.46,0.32,0.46,0.47,0.4,0.36,0.4,0.44
tokratan.csv,0.8,0.53,0.54,0.54,0.73,0.38,0.43,0.71,0.5,0.88,0.9,0.69,0.38,0.55,0.93,0.58,0.4,0.45,0.36
xuggle.csv,0.38,0.48,0.41,0.59,0.64,0.37,0.42,0.47,0.36,0.59,0.5,0.64,0.34,0.46,0.5,0.44,0.37,0.44,0.48
