,sabbu.csv,vxl.csv,kdenlive.csv,zact.csv,optalgtoolkit.csv,tokratan.csv,boost-sandbox.csv,foursquared.csv,jasperreports.csv
boost-sandbox.csv,0.62,0.27,0.66,0.07,0.38,0.18,0.82,0.4,0.1
foursquared.csv,0.75,1.0,0.9,0.0,1.0,0.15,1.0,0.77,0.06
jasperreports.csv,0.5,0.23,0.63,0.0,0.32,0.18,0.79,0.3,0.29
kdenlive.csv,0.66,0.24,0.83,0.03,0.39,0.16,0.69,0.47,0.06
optalgtoolkit.csv,0.64,0.3,0.72,0.06,0.67,0.1,0.62,0.38,0.07
sabbu.csv,0.78,0.26,0.74,0.08,0.4,0.14,0.79,0.38,0.05
tokratan.csv,0.73,0.28,0.91,0.05,0.33,0.25,0.72,0.6,0.06
vxl.csv,0.69,0.33,0.75,0.06,0.33,0.2,0.69,0.56,0.06
zact.csv,0.51,0.0,0.62,0.16,0.0,0.03,0.9,0.33,0.0
