,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.57,0.51,0.7,0.41,0.24,0.42,0.58,0.67,0.48,0.59,0.55,0.67,0.85,0.62,0.75,0.98,0.67
cubefs.csv,0.87,0.61,0.62,0.56,0.0,0.55,0.29,0.6,0.52,0.47,1.0,0.31,0.0,0.66,0.21,0.66,0.62
gwanted.csv,0.13,0.15,0.24,0.07,0.62,0.26,0.35,0.49,0.55,1.0,0.34,0.25,0.0,0.04,0.36,0.15,0.3
iaml.csv,0.39,0.53,0.49,0.61,0.89,0.54,0.48,0.45,0.99,0.48,0.35,0.22,0.78,0.54,0.64,0.32,0.55
java-gnome.csv,0.7,0.48,0.0,0.49,0.0,0.3,0.25,0.67,0.43,0.53,0.55,1.0,0.94,0.23,0.57,0.48,0.33
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,0.0,0.01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.62,0.95,0.0,0.54,0.61,0.63,0.4,0.43,0.56,0.42,0.52,0.24,0.61,0.52,0.21,0.53,0.58
orc.csv,0.12,0.04,0.05,0.79,0.0,0.09,0.39,0.37,0.44,0.39,0.5,0.05,0.96,0.17,0.0,0.29,0.32
plato.csv,0.27,0.36,0.73,0.32,0.0,0.49,1.0,0.5,0.55,0.51,0.54,0.3,0.0,0.0,0.21,0.58,0.0
rodin-b-sharp.csv,0.77,0.18,0.55,0.35,0.54,0.34,0.25,0.98,0.35,0.25,0.25,0.74,0.88,0.07,0.36,0.34,0.29
ta3d.csv,0.61,0.64,0.0,0.5,0.62,0.57,0.43,0.48,0.6,0.64,0.55,0.31,0.67,0.36,0.55,0.61,1.0
tycho.csv,0.82,0.51,0.44,0.63,0.21,0.44,0.58,0.62,0.5,0.35,0.53,0.75,0.94,0.95,0.68,0.51,0.54
umber.csv,0.91,0.37,0.47,0.58,0.0,0.58,0.52,0.53,0.47,0.49,0.4,0.74,0.87,0.33,0.62,0.47,0.49
vienna-add-in.csv,0.71,0.57,0.9,0.43,0.59,0.99,0.36,0.57,0.45,0.49,0.61,0.34,0.0,0.6,0.36,0.49,0.24
wpdev.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.4,0.0
