,umber.csv,openwbem.csv,wpdev.csv,orc.csv,mvdsv.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,iaml.csv,gwanted.csv,cubefs.csv,java-gnome.csv,elynx.csv,tycho.csv,mecat.csv,codesmith.csv,ta3d.csv
codesmith.csv,0.27,0.39,0.99,0.08,0.09,0.65,0.86,0.43,0.64,0.2,0.7,0.9,0.04,0.65,0.08,1.0,0.75
cubefs.csv,0.59,0.46,1.0,0.1,0.0,0.82,0.73,0.4,0.55,0.17,1.0,0.73,0.0,0.72,0.05,0.78,0.72
gwanted.csv,0.1,0.62,1.0,0.2,0.11,0.78,0.87,0.61,0.59,0.97,0.7,0.92,0.0,0.5,0.04,0.8,0.75
iaml.csv,0.17,0.38,0.99,0.12,0.2,0.67,0.86,0.31,1.0,0.2,0.71,0.58,0.03,0.55,0.07,0.72,0.71
java-gnome.csv,0.54,0.34,0.98,0.1,0.09,0.56,0.9,0.51,0.52,0.23,0.79,1.0,0.06,0.39,0.05,0.76,0.77
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
mvdsv.csv,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openwbem.csv,0.29,1.0,0.98,0.11,0.11,0.71,0.85,0.38,0.59,0.17,0.69,0.79,0.02,0.54,0.05,0.64,0.71
orc.csv,0.04,0.46,1.0,1.0,0.0,0.58,0.84,0.3,0.66,0.14,0.67,1.0,0.09,0.45,0.0,0.62,0.62
plato.csv,0.12,0.34,0.99,0.1,0.0,0.66,1.0,0.38,0.6,0.19,0.7,0.6,0.0,0.55,0.05,0.68,0.68
rodin-b-sharp.csv,0.7,0.37,0.99,0.12,0.11,0.74,0.9,1.0,0.48,0.25,0.84,0.93,0.04,0.5,0.03,0.59,0.53
ta3d.csv,0.31,0.41,0.98,0.1,0.11,0.69,0.85,0.33,0.6,0.21,0.7,0.67,0.02,0.54,0.05,0.75,1.0
tycho.csv,0.45,0.37,0.98,0.13,0.09,0.67,0.89,0.43,0.58,0.15,0.69,0.9,0.07,1.0,0.07,0.64,0.69
umber.csv,1.0,0.31,0.98,0.16,0.09,0.79,0.83,0.37,0.52,0.21,0.7,0.85,0.04,0.62,0.06,0.64,0.67
vienna-add-in.csv,0.34,0.45,1.0,0.1,0.1,1.0,0.75,0.41,0.5,0.16,0.73,0.77,0.0,0.59,0.04,0.62,0.67
wpdev.csv,0.26,0.36,1.0,0.1,0.09,0.67,0.84,0.36,0.56,0.17,0.69,0.78,0.02,0.54,0.05,0.67,0.68
