,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.2,0.28,0.55,0.59,0.98
encog-java.csv,0.91,0.19,0.53,0.19,0.39
h2database.csv,0.27,0.94,0.27,0.28,0.08
jaql.csv,0.3,0.32,0.5,0.97,0.58
raven-monitoring.csv,0.19,0.13,1.0,0.35,0.25
