,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.8,0.58,0.81,0.56,0.01
encog-java.csv,0.0,0.03,0.71,0.03,0.64
h2database.csv,0.59,0.0,0.17,0.03,0.04
jaql.csv,0.42,0.4,0.42,0.01,0.79
raven-monitoring.csv,0.38,0.4,0.0,0.3,0.21
