,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.82,0.61,0.83,0.6,0.04
encog-java.csv,0.16,0.87,0.76,0.89,0.84
h2database.csv,0.61,0.11,0.82,0.83,0.96
jaql.csv,0.49,0.49,0.62,0.05,0.8
raven-monitoring.csv,0.7,0.84,0.0,0.75,0.84
