,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.06,0.0,0.45,0.29,0.65,0.21,0.37,0.99,0.51,0.33,0.4,0.38,0.64,0.61
avifile.csv,1.0,0.14,0.1,0.0,0.0,0.03,0.3,0.05,0.0,0.12,0.17,0.43,0.26,0.0
delphilhlplib.csv,0.16,0.28,0.5,0.53,1.0,0.51,0.62,0.59,0.49,0.57,0.35,0.63,0.44,0.59
fluidium.csv,0.18,0.26,0.27,0.34,0.36,0.5,0.98,0.27,0.41,0.24,0.53,0.16,0.16,0.42
gnome-jabber.csv,0.12,0.27,0.8,0.46,0.86,0.57,0.54,0.67,0.49,0.53,0.61,0.98,0.78,0.56
ipfilter.csv,0.15,0.26,0.74,0.46,0.74,0.08,0.53,0.57,0.22,0.49,0.52,0.93,0.99,0.62
jparsec.csv,0.11,0.31,0.77,0.48,0.59,0.52,0.55,0.69,0.36,0.98,0.53,0.97,0.73,0.36
loki-lib.csv,0.06,0.29,0.63,0.55,0.48,0.63,0.59,0.7,0.5,0.49,1.0,0.45,0.48,0.53
mumble.csv,0.0,0.26,0.49,0.46,0.78,0.36,0.15,0.21,0.98,0.11,0.18,0.26,0.59,0.17
opengs.csv,0.1,0.22,0.56,0.45,0.4,1.0,0.46,0.42,0.43,0.34,0.26,0.23,0.5,0.36
owfs.csv,0.0,1.0,0.5,0.06,0.14,0.13,0.09,0.27,0.25,0.33,0.22,0.21,0.19,0.19
rectracker.csv,0.14,0.31,1.0,0.45,0.81,0.6,0.65,0.69,0.47,0.53,0.56,0.91,0.67,0.54
rockbox.csv,0.06,0.39,0.6,0.5,0.64,0.38,0.41,0.39,0.52,0.49,0.42,0.61,0.69,0.97
zealos.csv,0.15,0.3,0.61,1.0,0.79,0.46,0.53,0.38,0.35,0.38,0.45,0.84,0.66,0.46
