,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.0,8.0,0.0,9.0,0.0,2.0
chaperon.csv,1.0,144.0,104.0,0.0,59.0,0.0
mule.csv,0.0,1.0,2.0,51.0,0.0,2.0
nunit.csv,1.0,1.0,0.0,51.0,0.0,0.0
springside.csv,5.0,0.0,1.0,8.0,0.0,2.0
swtfox.csv,2.0,0.0,0.0,21.0,0.0,0.0
