,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.38,0.45,0.37,0.43,0.43,0.33
chaperon.csv,0.67,0.0,0.0,0.75,0.0,0.86
mule.csv,0.48,0.86,0.68,0.83,0.67,0.62
nunit.csv,0.62,0.9,0.61,0.85,0.61,0.92
springside.csv,0.38,0.58,0.38,0.5,0.49,0.44
swtfox.csv,0.64,0.6,0.72,0.54,0.78,0.61
