,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,emeraldemu.csv,open-beos.csv,maya-work-in-progress.csv,cornerstone.csv,unimrcp.csv,planeshift.csv,grafx2.csv,sbml.csv,kindb.csv,pixel-commandos.csv
cornerstone.csv,0.61,0.74,0.82,0.46,0.44,0.56,0.8,0.72,0.54,0.56,0.98,0.74,0.53,0.47,0.53,0.71,0.75
emeraldemu.csv,0.56,0.61,0.52,0.21,0.4,0.52,0.6,0.95,0.43,0.22,0.59,0.33,0.69,0.44,0.41,0.59,0.75
grafx2.csv,0.51,0.7,0.82,0.58,0.28,0.23,0.47,0.57,0.43,0.38,0.41,0.41,0.43,0.93,0.55,0.82,0.5
jahshakafx.csv,0.98,0.39,0.15,0.08,0.18,0.2,0.27,0.31,0.26,0.16,0.35,0.04,0.21,0.26,0.22,0.15,0.5
kindb.csv,0.87,0.88,0.79,0.92,0.48,0.53,0.93,0.79,0.69,0.56,0.88,0.74,0.75,0.47,0.64,1.0,1.0
maya-work-in-progress.csv,0.72,0.47,0.85,0.29,0.58,0.41,0.6,0.56,0.52,0.91,0.55,0.22,0.44,0.26,0.63,0.44,0.75
novembre.csv,0.49,0.85,0.42,0.5,0.2,0.09,0.67,0.42,0.14,0.06,0.33,0.11,0.27,0.44,0.39,0.24,0.25
ns-3.csv,0.75,0.62,0.85,0.67,0.4,1.0,0.67,0.7,0.54,0.56,0.67,0.93,0.8,0.93,0.53,0.47,0.5
nullc.csv,0.83,0.66,0.76,0.96,1.0,0.77,0.93,0.76,0.74,0.72,0.55,0.89,0.93,0.77,0.93,0.85,0.75
open-beos.csv,0.68,0.64,0.58,0.71,0.36,0.41,0.53,0.66,0.97,0.31,0.61,0.63,0.54,0.6,0.34,0.62,0.75
pixel-commandos.csv,0.14,0.07,0.18,0.0,0.06,0.01,0.07,0.09,0.01,0.0,0.0,0.0,0.03,0.0,0.17,0.0,1.0
planeshift.csv,0.86,0.83,0.61,0.58,0.48,0.53,0.8,0.71,0.68,0.38,0.41,0.78,0.98,0.77,0.59,0.59,0.5
plee-the-bear.csv,0.11,0.2,0.82,0.04,0.5,0.48,0.13,0.09,0.38,0.25,0.35,0.33,0.47,0.58,0.29,0.59,0.0
reaper-ecad.csv,0.33,0.27,0.61,0.88,0.22,0.46,0.33,0.47,0.26,0.44,0.76,0.07,0.45,0.3,0.45,0.26,0.0
sbml.csv,0.73,0.77,0.88,0.96,0.38,0.59,0.73,0.79,0.74,0.59,0.33,0.85,0.85,0.58,0.97,0.76,0.75
unimrcp.csv,0.56,0.35,0.39,0.25,0.32,0.13,0.47,0.4,0.21,0.12,0.29,0.93,0.31,0.33,0.07,0.44,0.25
unladen-swallow.csv,0.2,0.68,0.06,0.04,0.28,0.4,0.33,0.13,0.12,0.12,0.57,0.37,0.46,0.42,0.57,0.41,0.0
