,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.32,0.18,0.4,0.63,0.2,0.12,0.09,0.06,0.15,0.19
flylegacy.csv,0.58,0.6,0.69,0.57,0.51,0.39,0.51,0.57,0.53,0.4
jguard.csv,0.6,0.53,0.54,0.57,0.53,0.67,0.35,0.69,0.3,0.36
m-a-d-n-e-s-s.csv,0.24,0.04,0.28,0.27,0.04,0.04,0.0,0.16,0.77,0.15
mob-sen-plat.csv,0.47,0.83,0.43,0.52,0.59,0.53,0.55,0.77,0.7,0.58
raygina.csv,0.75,0.0,0.55,0.55,0.23,0.34,0.33,0.33,0.32,0.47
st-filteredstatistics.csv,0.33,0.47,0.43,0.57,0.59,0.51,0.13,0.78,0.67,0.5
upp-mirror.csv,0.39,0.07,0.64,0.37,0.63,0.2,0.24,0.47,0.59,0.4
wishmaster.csv,0.24,0.21,0.49,0.33,0.52,0.38,0.82,0.12,0.56,0.5
yarp.csv,0.45,0.0,0.52,0.31,0.06,0.44,0.39,0.32,0.47,0.61
