,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.93,0.9,0.65,0.75,0.94,0.86,0.93,0.8,0.83,0.86
flylegacy.csv,0.4,0.45,0.42,0.53,0.59,0.44,0.41,0.38,0.45,0.62
jguard.csv,0.44,0.52,0.47,0.42,0.49,0.54,0.4,0.34,0.4,0.62
m-a-d-n-e-s-s.csv,0.89,0.0,0.88,0.98,0.8,0.75,0.0,0.8,0.5,0.83
mob-sen-plat.csv,0.34,0.34,0.33,0.32,0.29,0.35,0.35,0.28,0.34,0.36
raygina.csv,0.47,0.5,0.46,0.4,0.82,0.46,0.94,0.67,0.79,0.46
st-filteredstatistics.csv,0.34,0.56,0.34,0.35,0.3,0.51,0.38,0.34,0.39,0.43
upp-mirror.csv,0.6,0.5,0.33,0.74,0.36,0.93,0.55,0.59,0.61,0.55
wishmaster.csv,0.92,0.88,0.44,0.73,0.42,0.56,0.53,0.83,0.67,0.5
yarp.csv,0.76,0.0,0.45,0.76,0.8,0.51,0.63,0.79,0.73,0.62
