,recall,precision,pf,cdom,bellwether
1,0.245,0.33,0.25,7.0,jgnash.csv
10,0.455,0.54,0.02,1.0,emftriple.csv
13,0.5349999999999999,0.425,0.32,9.0,xtreemfs.csv
27,0.4,0.27,0.2,4.0,retromenu.csv
33,0.58,0.36,0.28,17.0,grafx2.csv
52,0.24,0.29,0.2,13.0,tradelink.csv
24,0.86,0.86,0.815,1.0,magicwars.csv
25,0.59,0.53,0.39,2.0,turbotrader-bos.csv
26,0.96,0.98,0.96,0.0,xmemcached.csv
