,id,count_recall,count_precision,count_pf,cdom_score,bellwether
53,2,1,1,2,1,mclient-mume.csv
48,3,2,3,5,6,jahshaka.csv
46,4,2,9,19,18,icescrum.csv
54,5,1,3,6,5,geotools.csv
21,6,5,12,13,18,octet.csv
16,7,1,4,14,14,nunit.csv
25,8,1,7,12,11,freedom-erp.csv
14,9,1,2,5,4,jgnash.csv
15,11,1,1,1,0,atunes.csv
49,12,1,1,3,2,emftriple.csv
55,14,1,2,2,2,amanda.csv
47,15,3,5,10,11,gogoego.csv
18,16,3,5,9,10,wxcrp.csv
23,17,4,5,3,8,enlightenment.csv
13,18,1,4,7,6,ifmo-game-1.csv
24,19,1,1,2,2,qpe.csv
12,20,1,1,4,3,xbg.csv
26,21,3,8,11,14,sigil.csv
56,22,4,8,12,16,ng4j.csv
45,23,1,3,6,5,xtreemfs.csv
22,28,1,3,5,5,encog-java.csv
17,29,1,2,4,3,lamp.csv
36,30,3,9,11,15,amygdala.csv
31,31,4,7,8,12,ninject.csv
5,32,1,9,16,17,retromenu.csv
11,34,1,8,12,11,igarden.csv
6,35,2,4,7,8,ftm.csv
30,36,1,10,18,17,img-browse-sort.csv
37,37,1,9,16,18,all-plasm.csv
29,38,1,5,7,7,novembre.csv
38,39,1,3,4,5,mcmc-jags.csv
51,40,1,5,12,14,zildo.csv
43,41,1,3,8,6,k3d.csv
19,42,1,9,17,16,jcae.csv
28,43,2,3,10,9,mumble.csv
27,44,5,12,14,18,fltk.csv
20,45,2,10,19,18,codepurge.csv
42,46,1,4,8,9,fulguro.csv
52,47,1,8,15,15,biodwh.csv
44,48,2,8,13,13,flylinkdc.csv
50,49,1,3,4,3,tolven.csv
3,50,1,4,6,5,fmri-dmt.csv
8,51,8,3,10,12,grafx2.csv
35,53,2,7,9,12,cascading.csv
34,54,1,6,12,11,jcl.csv
39,55,1,10,18,16,lite.csv
7,56,1,2,7,6,jvcl.csv
4,57,1,4,7,8,oscarmcmaster.csv
9,58,2,6,14,18,opengs.csv
1,59,2,3,3,4,miranda-icq.csv
10,60,2,6,10,9,wxcode.csv
0,61,2,8,8,10,umber.csv
33,62,1,9,16,17,opennms.csv
40,63,1,4,7,6,graphmak.csv
41,64,1,4,13,12,bionote.csv
32,65,1,1,2,1,tradelink.csv
2,66,2,5,13,12,jaxen.csv
