,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.5,0.66,0.56,0.69,0.67,0.2,0.48,0.52,0.54,0.21,0.67,0.52,0.46,0.53,0.4,0.55
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.54,0.44,0.6
bionote.csv,0.45,0.74,0.35,0.31,0.24,0.05,0.18,0.49,0.41,0.3,0.22,0.54,0.86,0.53,0.37,0.49
bnetd.csv,0.29,0.0,0.38,0.45,0.45,0.47,0.47,0.0,0.62,0.39,0.69,0.0,0.61,0.05,0.39,0.51
elvishrayrenderer.csv,0.58,0.5,0.06,0.74,0.74,0.72,0.14,0.05,0.25,0.52,0.41,0.47,0.78,0.37,0.62,0.76
emisview.csv,0.37,0.0,0.34,0.45,0.49,0.71,0.26,0.13,0.58,0.01,0.48,0.41,0.53,0.23,0.47,0.15
hazelcast.csv,0.46,0.64,0.63,0.62,0.96,0.42,0.54,0.57,0.49,0.46,0.49,0.6,0.66,0.38,0.7,0.52
jitterbit.csv,0.0,0.77,0.54,0.63,0.34,0.47,0.38,0.16,0.74,0.26,0.32,0.42,0.45,0.54,0.52,0.63
jppf-project.csv,0.0,0.45,0.45,0.35,0.33,0.36,0.57,0.47,0.43,0.38,0.45,0.73,0.48,0.52,0.58,0.38
l2j.csv,0.48,0.62,0.44,0.62,0.69,0.58,0.5,0.53,0.62,0.47,0.59,0.47,0.39,0.75,0.59,0.49
megasquirtavr.csv,0.48,0.0,0.55,0.4,0.0,0.28,0.55,0.6,0.51,0.2,0.62,0.54,0.36,0.36,0.34,0.11
stajistics.csv,0.62,0.35,0.0,0.0,0.74,0.17,0.06,0.53,0.36,0.4,0.34,0.0,0.39,0.62,0.61,0.55
trackit.csv,0.24,0.0,0.29,0.39,0.31,0.45,0.62,0.02,0.42,0.5,0.27,0.12,0.0,0.02,0.31,0.23
wxlua.csv,0.28,0.34,0.44,0.39,0.22,0.2,0.42,0.0,0.51,0.71,0.13,0.36,0.5,0.48,0.24,0.5
x4x.csv,0.74,0.54,0.64,0.67,0.53,0.64,0.47,0.55,0.56,0.43,0.65,0.35,0.39,0.44,0.57,0.58
xharbour.csv,0.29,0.79,0.62,0.69,0.71,0.57,0.75,0.52,0.61,0.59,0.45,0.38,0.76,0.62,0.63,0.63
