,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.32,0.3,0.42,0.26,0.34,0.36,0.5,0.34,0.0,0.32,0.44,0.74,0.41
bacula.csv,0.65,0.62,0.68,0.45,0.58,0.81,0.56,0.71,0.62,0.66,0.65,0.21,0.68
elmo.csv,0.56,0.36,0.78,0.35,0.54,0.74,0.55,0.3,0.35,0.45,0.55,0.39,0.37
jajuk.csv,0.72,0.42,0.43,0.65,0.8,0.75,0.64,0.53,0.68,0.69,0.66,0.5,0.63
ktc.csv,0.8,0.43,0.43,0.67,0.71,0.63,0.6,0.35,0.59,0.65,0.51,0.33,0.71
neoengine.csv,0.54,0.57,0.05,0.67,0.74,0.73,0.34,0.62,0.0,0.43,0.68,0.33,0.63
omseek.csv,0.18,0.31,0.0,0.13,0.33,0.05,0.19,0.0,0.37,0.2,0.13,0.0,0.56
pcgen.csv,0.59,0.27,0.43,0.48,0.6,0.05,0.38,0.4,0.0,0.42,0.73,0.09,0.55
rosegarden.csv,0.77,0.67,0.54,0.3,0.77,0.66,0.57,0.3,0.6,0.71,0.64,0.53,0.64
selenium.csv,0.77,0.68,0.24,0.71,0.67,0.68,0.64,0.41,0.62,0.69,0.49,0.54,0.58
vapor.csv,0.0,0.43,0.36,0.71,0.47,0.0,0.61,0.52,0.56,0.0,0.0,0.0,0.64
zorannt.csv,0.52,0.37,0.76,0.12,0.54,0.71,0.59,0.65,0.09,0.3,0.64,0.36,0.55
zscreen.csv,0.73,0.55,0.24,0.67,0.58,0.66,0.67,0.64,0.6,0.69,0.69,0.09,0.68
