,gpsmid.csv,emftriple.csv,fluent-nhibernate.csv,columba.csv
columba.csv,0.82,0.09,1.0,0.65
emftriple.csv,0.12,1.0,0.0,0.19
fluent-nhibernate.csv,0.8,0.0,0.94,0.34
gpsmid.csv,0.76,0.55,0.65,0.62
