,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.38,0.38,0.12,0.07,0.32,0.19,0.21,0.36,0.83,0.08,0.41,0.21,0.99,0.4,0.24,0.17,0.5,0.47,0.07,0.43
amygdala.csv,0.59,0.0,0.5,0.18,0.3,0.49,0.62,0.45,0.67,0.17,0.35,0.97,0.27,0.4,0.59,0.53,0.42,0.53,0.27,0.08
awemud.csv,1.0,0.76,0.31,0.38,0.7,0.31,0.65,0.45,0.83,0.17,0.71,0.55,0.79,0.64,0.61,0.37,0.77,0.28,0.5,0.73
bullet.csv,0.64,0.72,0.62,0.09,0.77,0.99,0.5,0.64,0.17,0.92,0.65,0.87,0.42,0.59,0.61,0.67,0.35,0.5,0.71,0.86
customwars.csv,0.09,0.58,0.38,0.33,0.18,0.39,0.19,0.55,0.0,0.17,0.88,0.16,0.73,0.13,0.54,0.33,0.46,0.53,0.18,0.73
dvd-create.csv,0.77,0.9,0.69,0.44,1.0,0.73,0.92,0.64,0.67,0.0,0.76,0.71,0.29,0.49,0.59,0.53,0.65,0.5,0.62,0.78
gbif-indexingtoolkit.csv,0.31,1.0,0.44,1.0,0.92,0.21,0.23,1.0,0.17,0.08,0.29,0.26,0.26,0.11,0.24,0.23,0.46,0.61,0.59,1.0
go.csv,0.65,0.99,0.5,0.56,0.66,0.69,0.9,0.64,1.0,0.25,0.71,0.79,0.24,0.71,0.76,0.4,0.65,0.36,0.64,0.78
growl-for-windows.csv,0.5,0.62,0.44,0.47,0.49,0.54,0.44,0.55,0.83,0.25,0.65,0.45,0.77,0.49,0.54,0.57,0.65,0.97,0.38,0.51
gss.csv,1.0,0.99,1.0,0.8,0.92,1.0,0.96,0.82,1.0,1.0,0.76,1.0,1.0,0.75,0.93,0.97,1.0,0.53,0.72,0.96
kwave.csv,0.19,0.59,1.0,0.29,0.32,0.16,0.1,0.27,0.33,0.08,0.35,0.16,0.61,0.16,0.2,0.4,0.35,0.19,0.36,0.55
libarchive.csv,0.56,0.58,0.44,0.29,0.41,0.43,0.62,0.36,0.83,0.42,0.59,0.53,0.76,0.72,0.51,0.43,0.54,0.64,0.34,1.0
linux-ntfs.csv,0.24,0.37,0.19,0.27,0.12,0.31,0.46,0.27,1.0,0.5,0.41,0.18,0.66,0.31,0.27,0.33,1.0,0.31,0.19,0.39
lsb.csv,0.41,0.46,0.25,0.98,0.3,0.69,0.35,0.64,0.67,0.0,0.71,0.39,0.71,0.73,0.8,0.67,0.27,0.5,0.34,0.51
mpgravity.csv,0.73,0.53,0.5,0.62,0.53,0.4,0.81,0.64,0.5,0.92,0.65,0.5,0.85,0.79,0.59,0.5,0.73,0.36,0.33,0.65
nativeclient.csv,0.71,0.49,0.44,0.49,0.45,0.63,0.79,0.64,0.67,0.58,0.65,0.71,0.91,0.65,0.66,0.5,0.73,0.53,0.99,0.71
qcad2.csv,0.47,0.97,0.31,0.53,0.97,0.36,0.98,0.73,0.67,0.5,0.47,0.45,0.77,0.72,0.56,0.77,0.73,0.69,0.69,1.0
qtwin.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.04,0.0,0.0,0.0
roller.csv,0.53,0.51,0.38,0.09,0.5,0.33,0.65,0.45,0.5,0.0,0.59,0.47,0.61,0.96,0.51,0.23,0.65,0.28,0.33,0.47
xinity.csv,0.42,0.46,0.31,0.04,0.47,0.34,0.6,0.36,0.5,0.0,0.41,0.26,0.18,0.53,1.0,0.3,0.42,0.08,0.41,0.31
