,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.43,0.43,0.15,0.09,0.37,0.23,0.25,0.4,0.83,0.1,0.45,0.25,0.99,0.45,0.28,0.2,0.53,0.52,0.09,0.48
amygdala.csv,0.59,0.0,0.53,0.21,0.34,0.51,0.6,0.46,0.65,0.2,0.38,0.97,0.31,0.44,0.53,0.51,0.43,0.54,0.31,0.1
awemud.csv,1.0,0.66,0.33,0.41,0.65,0.32,0.65,0.44,0.78,0.2,0.58,0.58,0.79,0.64,0.57,0.41,0.71,0.32,0.54,0.61
bullet.csv,0.52,0.7,0.45,0.11,0.64,0.99,0.42,0.61,0.19,0.49,0.55,0.68,0.41,0.48,0.54,0.46,0.36,0.29,0.6,0.66
customwars.csv,0.11,0.56,0.39,0.37,0.21,0.4,0.23,0.54,0.0,0.2,0.9,0.19,0.69,0.16,0.53,0.37,0.51,0.58,0.21,0.63
dvd-create.csv,0.56,0.63,0.58,0.49,1.0,0.66,0.67,0.62,0.6,0.0,0.59,0.64,0.32,0.49,0.58,0.56,0.46,0.43,0.59,0.68
gbif-indexingtoolkit.csv,0.35,0.0,0.48,0.0,0.0,0.25,0.27,1.0,0.2,0.1,0.32,0.3,0.3,0.13,0.28,0.27,0.5,0.61,0.58,0.0
go.csv,0.54,0.99,0.52,0.54,0.62,0.66,0.7,0.58,0.82,0.29,0.58,0.7,0.28,0.69,0.63,0.42,0.51,0.4,0.6,0.72
growl-for-windows.csv,0.54,0.62,0.45,0.45,0.49,0.55,0.48,0.55,0.8,0.29,0.61,0.47,0.71,0.52,0.52,0.58,0.6,0.98,0.42,0.56
gss.csv,0.0,0.27,0.17,0.09,0.63,0.0,0.21,0.62,0.38,0.0,0.5,0.38,0.05,0.54,0.46,0.98,0.0,0.45,0.58,0.27
kwave.csv,0.23,0.58,1.0,0.33,0.37,0.19,0.12,0.31,0.37,0.1,0.4,0.19,0.64,0.19,0.23,0.45,0.4,0.22,0.4,0.54
libarchive.csv,0.6,0.59,0.47,0.34,0.43,0.47,0.63,0.4,0.76,0.43,0.59,0.55,0.74,0.69,0.45,0.47,0.57,0.68,0.38,1.0
linux-ntfs.csv,0.28,0.42,0.23,0.31,0.15,0.36,0.5,0.31,0.97,0.53,0.46,0.21,0.68,0.35,0.31,0.38,1.0,0.35,0.23,0.44
lsb.csv,0.44,0.49,0.28,0.98,0.35,0.67,0.39,0.6,0.68,0.0,0.64,0.43,0.71,0.59,0.53,0.71,0.31,0.45,0.38,0.55
mpgravity.csv,0.72,0.55,0.48,0.55,0.49,0.44,0.72,0.48,0.2,0.93,0.61,0.54,0.76,0.7,0.56,0.54,0.62,0.41,0.37,0.64
nativeclient.csv,0.68,0.52,0.45,0.53,0.47,0.62,0.66,0.59,0.63,0.62,0.61,0.61,0.7,0.62,0.61,0.54,0.49,0.49,0.99,0.69
qcad2.csv,0.48,0.0,0.34,0.52,0.0,0.4,0.98,0.43,0.65,0.47,0.45,0.45,0.51,0.51,0.52,0.69,0.69,0.43,0.51,0.0
qtwin.csv,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.05,0.0,0.0,0.0
roller.csv,0.53,0.56,0.43,0.11,0.53,0.37,0.63,0.47,0.49,0.0,0.58,0.51,0.59,0.97,0.51,0.26,0.48,0.32,0.37,0.51
xinity.csv,0.46,0.5,0.35,0.05,0.52,0.38,0.6,0.39,0.53,0.0,0.45,0.3,0.21,0.56,1.0,0.33,0.46,0.1,0.44,0.34
