,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.63,0.63,0.88,0.93,0.68,0.81,0.8,0.72,0.24,0.92,0.62,0.79,0.01,0.61,0.79,0.84,0.57,0.53,0.93,0.58
amygdala.csv,0.57,1.0,0.6,0.86,0.72,0.63,0.59,0.75,0.53,0.84,0.79,0.04,0.78,0.65,0.74,0.72,0.77,0.61,0.76,0.94
awemud.csv,0.0,0.61,0.88,0.73,0.58,0.92,0.5,0.81,0.41,0.84,0.73,0.52,0.3,0.52,0.67,0.68,0.5,0.76,0.56,0.69
bullet.csv,0.79,0.47,0.87,0.91,0.65,0.01,0.89,0.6,1.0,0.83,0.75,0.64,0.84,0.83,0.73,0.87,0.88,1.02,0.68,0.68
customwars.csv,0.91,0.64,0.85,0.7,0.87,0.84,0.82,0.66,1.0,0.83,0.12,0.87,0.52,0.87,0.68,0.75,0.57,0.47,0.87,0.66
dvd-create.csv,0.77,0.72,0.71,0.57,0.0,0.59,0.69,0.59,0.67,1.0,0.73,0.62,0.81,0.7,0.62,0.53,0.87,0.88,0.63,0.6
gbif-indexingtoolkit.csv,0.71,1.0,0.62,1.0,1.0,0.79,0.81,0.0,0.87,0.92,0.82,0.8,0.8,0.89,0.79,0.78,0.58,0.55,0.62,1.0
go.csv,0.75,0.01,0.64,0.68,0.6,0.53,0.64,0.68,0.53,0.78,0.74,0.56,0.82,0.49,0.66,0.78,0.8,0.68,0.63,0.51
growl-for-windows.csv,0.54,0.54,0.75,0.82,0.72,0.63,0.6,0.63,0.35,0.77,0.62,0.68,0.52,0.6,0.71,0.59,0.65,0.03,0.67,0.51
gss.csv,1.0,0.93,0.96,1.0,0.73,1.0,0.95,0.7,0.89,1.0,0.82,0.89,0.99,0.79,0.85,0.03,1.0,0.86,0.73,0.93
kwave.csv,0.82,0.62,0.0,0.72,0.68,0.85,0.9,0.74,0.75,0.92,0.67,0.92,0.45,0.86,0.86,0.61,0.66,0.84,0.71,0.66
libarchive.csv,0.48,0.55,0.69,0.72,0.74,0.62,0.49,0.72,0.45,0.79,0.58,0.58,0.43,0.48,0.85,0.64,0.52,0.38,0.69,0.0
linux-ntfs.csv,0.81,0.64,0.82,0.76,0.88,0.69,0.61,0.78,0.12,0.61,0.61,0.83,0.4,0.73,0.79,0.67,0.0,0.71,0.81,0.61
lsb.csv,0.68,0.65,0.86,0.02,0.71,0.49,0.68,0.63,0.42,1.0,0.62,0.66,0.42,0.72,0.79,0.35,0.74,0.83,0.73,0.52
mpgravity.csv,0.4,0.6,0.77,0.73,0.77,0.68,0.53,0.84,1.07,0.08,0.62,0.55,0.49,0.57,0.68,0.56,0.68,0.66,0.71,0.53
nativeclient.csv,0.52,0.57,0.74,0.54,0.68,0.57,0.63,0.65,0.58,0.45,0.62,0.67,0.64,0.6,0.64,0.56,0.84,0.77,0.01,0.47
qcad2.csv,0.73,1.0,0.8,0.68,1.0,0.68,0.02,0.88,0.52,0.79,0.8,0.77,0.81,0.81,0.72,0.55,0.52,0.89,0.81,1.0
qtwin.csv,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.97,1.0,0.97,0.96,1.0,1.0,1.0
roller.csv,0.67,0.51,0.65,1.05,0.6,0.71,0.58,0.7,0.75,1.0,0.63,0.57,0.6,0.04,0.7,0.84,0.83,0.8,0.71,0.57
xinity.csv,0.64,0.59,0.74,0.96,0.54,0.72,0.57,0.77,0.6,1.0,0.67,0.74,0.83,0.52,0.0,0.83,0.66,0.93,0.68,0.79
