,flylinkdc.csv,xbrlapi.csv,vdsf.csv,nuttx.csv,maidsafe-dht.csv,dvt.csv,ldview.csv,red5.csv,ctrlr.csv,ipfire-wall.csv,gnome-jabber.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,664.0,97.5,0.0,86.5,929.0,875.5,86.5,217.5,99.0,84.5,389.0,99.0,339.0,1194.0
dvt.csv,1240.0,93.5,99.0,86.5,282.5,86.5,188.0,91.5,99.0,184.0,196.0,97.5,162.0,1484.0
flylinkdc.csv,272.5,197.5,99.0,99.0,563.0,690.0,91.5,98.5,796.5,277.5,196.0,99.0,482.0,1278.5
fulguro.csv,172.0,197.5,297.0,99.0,954.5,1053.0,91.5,98.5,99.0,97.5,290.5,98.5,189.0,509.0
gnome-jabber.csv,855.0,197.5,99.0,99.0,665.0,195.0,188.0,98.5,99.0,275.5,196.0,99.0,482.0,594.5
ipfire-wall.csv,471.0,197.5,99.0,98.5,468.5,588.5,180.5,98.5,506.0,97.5,194.0,99.0,544.5,257.5
jruby.csv,1424.0,197.5,99.0,99.0,208.0,682.0,72.0,98.5,437.0,163.0,294.5,98.5,482.0,39.5
ldview.csv,1424.0,97.5,99.0,99.0,758.5,690.0,188.0,98.5,423.5,97.5,196.0,99.0,482.0,863.0
maidsafe-dht.csv,268.5,98.5,99.0,99.0,280.5,470.5,91.5,98.5,860.0,97.5,97.5,99.0,174.0,327.0
nuttx.csv,366.0,264.0,82.5,99.0,238.5,277.5,188.0,190.0,56.5,184.0,97.5,98.5,174.0,279.0
oorexx.csv,660.0,202.5,55.5,89.5,188.0,276.5,188.0,57.5,0.0,184.0,85.5,95.5,265.5,605.5
red5.csv,1325.5,97.5,99.0,95.5,379.5,690.0,283.5,188.0,99.0,277.5,294.5,97.5,457.5,1628.5
vdsf.csv,851.0,197.5,198.0,98.5,854.0,591.5,86.5,98.5,99.0,97.5,294.5,99.0,482.0,428.5
xbrlapi.csv,172.0,98.5,0.0,0.0,404.0,84.5,91.5,98.5,148.0,97.5,0.0,6.5,93.5,514.0
