,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,2960.0,99.0,838.0,192.0,296.0,570.5,484.0,185.0,0.0,198.0,284.0,336.0,586.0
bacula.csv,362.0,98.5,524.0,297.0,198.0,393.5,286.5,91.5,198.0,587.5,572.5,4568.0,1001.5
elmo.csv,1441.5,187.0,350.0,92.5,99.0,273.5,291.0,96.5,182.0,1394.0,96.5,1484.5,289.5
jajuk.csv,1883.5,99.0,1228.0,198.0,99.0,295.0,482.0,99.0,99.0,684.0,293.0,894.0,683.5
ktc.csv,271.5,96.5,1043.5,99.0,99.0,196.0,288.0,80.5,98.5,195.5,195.5,557.0,489.5
neoengine.csv,1723.0,98.5,784.5,98.5,99.0,393.5,579.5,96.5,297.0,684.0,294.0,3750.5,391.0
omseek.csv,89.5,330.0,0.0,99.0,99.0,97.5,282.0,23.5,190.0,162.0,96.5,984.0,291.0
pcgen.csv,2364.0,99.0,537.0,297.0,664.0,393.5,579.5,91.5,297.0,297.0,479.0,2674.5,683.5
rosegarden.csv,1325.5,98.5,1270.5,198.0,198.0,295.0,484.0,84.5,198.0,390.5,293.0,2194.5,487.5
selenium.csv,363.0,98.5,571.0,99.0,192.0,196.0,189.0,91.5,192.0,585.5,380.5,1081.0,292.0
vapor.csv,0.0,99.0,784.5,99.0,99.0,295.0,190.5,99.0,297.0,79.5,0.0,30.5,388.5
zorannt.csv,1535.0,98.5,537.0,97.5,388.0,279.5,189.0,96.5,297.0,374.0,288.0,2611.0,194.5
zscreen.csv,362.0,99.0,428.0,297.0,198.0,295.0,286.5,91.5,198.0,198.0,570.5,2674.5,94.5
