,arianne.csv,knowledge.csv,bl-toolkit.csv,voms.csv,amateur-scrolls.csv,micomt.csv,kml.csv,ultimairis.csv,sigil.csv,auber.csv,lufa-lib.csv,lportal.csv,les-indemodables.csv,keyczar.csv,growl-for-windows.csv
amateur-scrolls.csv,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,91.0,5.0,0.0,0.0
arianne.csv,0.0,0.0,0.0,3.0,5.0,1.0,7.0,0.0,2.0,1.0,11.0,111.0,0.0,0.0,4.0
auber.csv,6.0,0.0,0.0,5.0,7.0,0.0,2.0,7.0,4.0,0.0,6.0,244.0,5.0,0.0,0.0
bl-toolkit.csv,3.0,0.0,0.0,1.0,6.0,3.0,7.0,0.0,7.0,1.0,11.0,28.0,0.0,2.0,1.0
growl-for-windows.csv,4.0,0.0,2.0,13.0,3.0,2.0,13.0,1.0,7.0,4.0,10.0,61.0,5.0,1.0,0.0
keyczar.csv,1.0,0.0,4.0,5.0,2.0,0.0,2.0,7.0,4.0,0.0,1.0,169.0,7.0,0.0,0.0
kml.csv,1.0,3.0,0.0,8.0,14.0,3.0,0.0,2.0,1.0,2.0,4.0,71.0,0.0,0.0,2.0
knowledge.csv,2.0,0.0,4.0,5.0,4.0,3.0,6.0,0.0,8.0,1.0,6.0,21.0,0.0,3.0,4.0
les-indemodables.csv,2.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,4.0,154.0,0.0,0.0,2.0
lportal.csv,0.0,0.0,0.0,74.0,7.0,71.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
lufa-lib.csv,5.0,0.0,0.0,7.0,10.0,1.0,6.0,1.0,3.0,1.0,0.0,162.0,0.0,0.0,0.0
micomt.csv,0.0,0.0,0.0,17.0,4.0,0.0,1.0,7.0,3.0,0.0,0.0,167.0,5.0,0.0,0.0
sigil.csv,4.0,0.0,3.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,92.0,2.0,0.0,0.0
ultimairis.csv,4.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,4.0,0.0,4.0,49.0,0.0,0.0,0.0
voms.csv,0.0,66.0,0.0,0.0,6.0,0.0,3.0,150.0,0.0,1.0,0.0,22.0,0.0,0.0,53.0
