,autofac.csv,mobicents.csv,snakeyaml.csv,chrysalis.csv,xamj.csv
autofac.csv,0.5,0.39,0.46,0.63,0.55
chrysalis.csv,0.46,0.36,0.45,0.54,0.44
mobicents.csv,0.64,0.44,0.63,0.55,0.49
snakeyaml.csv,0.8,0.61,0.6,0.88,0.75
xamj.csv,0.52,0.54,0.52,0.62,0.48
