,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,1.0,0.37,0.0,0.63
google-caja.csv,0.66,0.0,0.56,0.27
itext.csv,0.55,0.41,0.78,0.0
plee-the-bear.csv,0.0,0.74,0.44,0.77
