,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.11,0.79,0.99,0.74
google-caja.csv,0.14,0.97,0.84,0.75
itext.csv,0.15,0.71,0.91,1.0
plee-the-bear.csv,0.97,0.63,0.47,0.59
