,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,1.0,0.46,0.02,0.64
google-caja.csv,0.67,0.05,0.59,0.38
itext.csv,0.58,0.55,0.78,0.0
plee-the-bear.csv,0.06,0.85,0.81,0.82
