,pokeglobal.csv,robocode.csv,gogoego.csv,uwom-server.csv,algebsql.csv,jhotdraw.csv,autoopencas.csv,springside.csv,jam-daq.csv,trinitycore.csv
algebsql.csv,0.92,0.69,0.76,0.59,0.7,0.88,0.47,0.95,0.67,0.61
autoopencas.csv,0.94,0.87,0.98,0.93,0.96,0.97,0.86,0.93,0.83,0.89
gogoego.csv,0.75,0.58,0.84,0.97,0.67,0.75,0.64,0.93,0.73,0.97
jam-daq.csv,0.57,0.53,0.65,0.63,0.6,0.98,0.57,0.88,0.51,0.65
jhotdraw.csv,0.71,0.88,0.98,0.96,0.93,0.98,0.94,0.75,0.88,0.94
pokeglobal.csv,0.47,0.38,0.4,0.6,0.58,0.38,0.51,0.57,0.4,0.6
robocode.csv,0.62,0.52,0.81,0.57,0.8,0.77,0.79,0.81,0.58,0.58
springside.csv,0.46,0.35,0.46,0.44,0.57,0.38,0.38,0.6,0.41,0.45
trinitycore.csv,0.64,0.53,0.54,0.85,0.6,0.58,0.96,0.68,0.53,0.82
uwom-server.csv,0.65,0.64,0.53,0.82,0.67,0.49,0.62,0.7,0.49,0.82
