,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.07,0.04,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.02
botsnscouts.csv,0.05,0.03,0.29,0.06,0.06,0.01,0.22,0.31,0.0,0.03,0.15,0.0,0.03,0.07,0.06,0.44,0.0,0.0,0.02
bscwweasel.csv,0.0,0.0,0.05,0.0,0.06,0.0,0.02,0.11,0.04,0.08,0.08,0.04,0.02,0.05,0.11,0.17,0.0,0.0,0.04
bzbyte.csv,0.99,0.96,0.62,0.94,0.41,0.82,0.84,0.7,0.74,0.92,0.69,1.0,0.9,0.83,0.0,0.99,0.72,0.0,0.5
capcode.csv,0.25,0.01,0.33,0.06,0.18,0.19,0.07,0.0,0.26,0.52,0.15,0.21,0.42,0.36,0.28,0.3,0.32,1.0,0.07
emite.csv,0.05,0.03,0.19,0.03,0.0,0.25,0.22,0.15,0.19,0.22,0.31,0.15,0.58,0.07,0.11,0.16,0.0,0.0,0.26
fbmanager.csv,0.21,0.04,0.29,0.0,0.18,0.11,0.22,0.32,0.15,0.17,0.54,0.12,0.44,0.31,0.5,0.25,0.12,0.0,0.06
lcfizvtop.csv,0.15,0.0,0.19,0.1,0.18,0.12,0.36,0.14,0.33,0.19,0.08,0.04,0.16,0.15,0.22,0.21,0.42,0.0,0.09
mediaportal.csv,0.0,0.97,0.67,0.0,0.88,0.91,0.82,0.8,0.81,0.68,0.69,0.0,0.02,0.87,0.78,0.02,0.95,1.0,1.0
nodal.csv,0.21,0.0,0.14,0.16,0.35,0.36,0.16,0.3,0.07,0.02,0.38,0.15,0.05,0.22,0.11,0.17,0.2,0.0,0.11
paintown.csv,0.0,0.27,0.38,0.29,0.35,0.65,0.53,0.54,0.3,0.63,0.23,0.58,0.31,0.68,0.56,0.55,0.35,0.0,0.43
powerfolder.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.01,0.0,0.06,0.08,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0
retromenu.csv,0.04,0.0,0.05,0.0,0.06,0.04,0.0,0.23,0.07,0.11,0.15,0.0,0.03,0.05,0.06,0.2,0.02,0.0,0.0
smbopensoft.csv,0.34,0.01,0.67,0.42,0.29,0.25,0.51,0.51,0.56,0.52,0.62,0.25,0.68,0.47,0.28,0.77,0.38,0.0,0.17
sqlpower-library.csv,0.23,0.27,0.52,0.42,0.0,0.57,0.38,0.61,0.74,0.78,0.62,0.77,0.89,0.12,0.61,0.84,0.6,1.0,0.43
st-filteredstatistics.csv,0.67,0.37,0.67,0.74,0.41,0.4,0.71,0.72,0.3,0.62,0.0,0.81,0.47,0.41,0.67,0.75,0.48,0.0,0.35
triplea.csv,0.23,0.29,0.0,0.16,0.59,0.4,0.71,0.75,0.26,0.4,0.46,0.19,0.55,0.45,0.56,0.45,0.28,1.0,0.48
uface.csv,0.86,0.96,0.76,0.87,0.82,0.56,0.84,0.77,0.78,0.75,0.69,0.9,0.94,0.82,0.78,0.85,0.68,1.0,0.0
