,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,140.0,199.0,0.0,64.0,62.0,0.0,65.0,82.0,0.0,85.0,51.0,58.0,0.0,125.0,0.0,0.0,70.0,58.0,161.0
botsnscouts.csv,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,58.0,64.0,3.0,0.0,16.0,70.0,0.0,0.0
bscwweasel.csv,0.0,199.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,4.0,1.0,58.0,64.0,4.0,0.0,6.0,70.0,0.0,1.0
bzbyte.csv,3.0,1.0,0.0,1.0,0.0,30.0,23.0,0.0,2.0,1.0,2.0,0.0,31.0,77.0,0.0,23.0,4.0,0.0,0.0
capcode.csv,9.0,1.0,0.0,64.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,6.0,17.0,31.0,0.0,4.0,4.0,0.0,3.0
emite.csv,0.0,3.0,0.0,1.0,0.0,14.0,0.0,5.0,3.0,1.0,1.0,1.0,18.0,125.0,0.0,0.0,0.0,0.0,3.0
fbmanager.csv,0.0,2.0,1.0,0.0,1.0,7.0,6.0,5.0,0.0,1.0,0.0,58.0,12.0,125.0,0.0,1.0,4.0,0.0,0.0
lcfizvtop.csv,6.0,0.0,2.0,2.0,0.0,6.0,3.0,4.0,5.0,7.0,0.0,0.0,64.0,15.0,0.0,3.0,1.0,0.0,2.0
mediaportal.csv,140.0,1.0,2.0,64.0,0.0,49.0,13.0,0.0,6.0,1.0,0.0,0.0,64.0,91.0,0.0,0.0,3.0,0.0,0.0
nodal.csv,6.0,0.0,1.0,0.0,1.0,15.0,5.0,6.0,2.0,0.0,1.0,5.0,64.0,125.0,0.0,12.0,0.0,0.0,2.0
paintown.csv,0.0,2.0,1.0,2.0,0.0,36.0,12.0,11.0,4.0,1.0,1.0,14.0,3.0,59.0,0.0,9.0,3.0,0.0,9.0
powerfolder.csv,140.0,0.0,52.0,64.0,0.0,161.0,0.0,82.0,0.0,0.0,0.0,58.0,64.0,0.0,0.0,5.0,70.0,0.0,161.0
retromenu.csv,3.0,0.0,0.0,0.0,0.0,161.0,0.0,6.0,0.0,1.0,0.0,58.0,64.0,3.0,0.0,3.0,1.0,0.0,0.0
smbopensoft.csv,1.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,9.0,3.0,2.0,7.0,22.0,35.0,0.0,18.0,2.0,0.0,6.0
sqlpower-library.csv,0.0,0.0,0.0,1.0,0.0,23.0,5.0,5.0,2.0,12.0,0.0,20.0,31.0,10.0,2.0,6.0,3.0,0.0,0.0
st-filteredstatistics.csv,3.0,0.0,1.0,1.0,0.0,17.0,4.0,9.0,4.0,6.0,0.0,0.0,14.0,46.0,2.0,22.0,0.0,0.0,11.0
triplea.csv,3.0,1.0,0.0,1.0,0.0,6.0,17.0,12.0,1.0,0.0,0.0,5.0,20.0,34.0,0.0,1.0,2.0,1.0,1.0
uface.csv,2.0,1.0,0.0,0.0,2.0,11.0,7.0,16.0,7.0,1.0,0.0,0.0,32.0,72.0,2.0,20.0,0.0,0.0,0.0
