,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.04,0.0,0.0,0.06,0.0,0.0,0.09,0.0,0.0,0.0,1.0,0.0,0.05,0.06,0.0,0.0,0.0
botsnscouts.csv,0.12,0.24,0.42,0.11,0.4,0.24,0.84,0.46,1.0,0.16,0.32,0.0,0.0,0.45,0.09,0.64,0.0,0.31,0.06
bscwweasel.csv,0.04,0.0,0.15,0.11,0.18,0.96,0.43,0.1,0.23,0.2,0.12,0.0,0.0,0.24,0.19,0.41,0.0,0.11,0.04
bzbyte.csv,0.05,0.17,0.55,0.24,0.61,0.51,0.47,0.61,0.57,0.28,0.62,0.0,0.36,0.46,0.98,0.05,0.56,0.51,0.75
capcode.csv,0.22,0.01,0.25,0.0,0.16,0.59,0.06,1.0,0.3,0.48,0.41,0.21,0.65,0.43,0.3,0.35,0.19,0.0,0.42
emite.csv,0.11,0.02,0.22,0.25,0.13,0.34,0.47,0.2,0.34,0.43,0.65,0.31,0.6,0.0,0.27,0.32,0.92,0.17,0.19
fbmanager.csv,0.44,0.05,0.38,0.9,0.58,0.18,0.47,0.6,0.42,0.52,0.48,0.0,0.36,0.0,0.51,0.6,0.19,0.65,0.45
lcfizvtop.csv,0.16,0.02,0.32,0.25,0.46,0.18,0.66,0.1,0.58,0.3,0.3,0.99,0.0,0.45,0.44,0.46,0.5,0.23,0.32
mediaportal.csv,0.0,0.13,0.41,0.0,0.38,0.3,0.31,0.38,0.43,0.52,0.54,0.11,0.0,0.18,0.44,0.81,0.2,0.0,0.0
nodal.csv,0.22,0.02,0.46,0.25,0.54,0.38,0.48,0.37,0.18,0.96,0.39,0.31,0.0,0.0,0.09,0.42,0.27,0.51,0.13
paintown.csv,1.0,0.52,0.55,0.53,0.6,0.55,0.76,0.67,0.41,0.54,0.59,0.58,0.67,0.62,0.57,0.65,0.59,0.58,0.6
powerfolder.csv,0.0,0.01,0.0,0.0,0.05,0.0,0.34,0.0,0.05,0.05,0.06,0.0,0.0,1.0,0.09,0.19,0.0,0.02,0.0
retromenu.csv,0.01,0.04,0.26,0.18,0.33,0.0,0.96,0.29,0.49,0.3,0.21,0.0,0.0,0.65,0.23,0.56,0.04,0.17,0.02
smbopensoft.csv,0.55,0.96,0.6,0.44,0.63,0.54,0.8,0.68,0.58,0.58,0.58,0.21,0.7,0.85,0.62,0.56,0.64,0.64,0.52
sqlpower-library.csv,0.26,0.51,0.65,0.35,0.97,0.76,0.76,0.72,0.61,0.52,0.44,0.54,0.38,0.64,0.57,0.48,0.51,0.0,0.56
st-filteredstatistics.csv,0.58,0.51,0.57,0.62,0.64,0.52,0.67,0.63,0.73,0.54,1.0,0.49,0.64,0.6,0.57,0.59,0.59,0.67,0.56
triplea.csv,0.54,0.52,1.0,0.46,0.63,0.6,0.6,0.46,0.45,0.61,0.65,0.31,0.61,0.86,0.48,0.69,0.22,0.0,0.63
uface.csv,0.38,0.17,0.51,0.4,0.43,0.77,0.47,0.48,0.53,0.45,0.67,0.35,0.24,0.41,0.49,0.4,0.63,0.0,1.0
