,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,0.0,0.0,0.0
botsnscouts.csv,0.64,0.87,0.67,0.6,0.94,0.67,0.64,0.19,1.0,0.6,0.85,0.0,0.0,0.2,0.8,0.26,0.0,1.0,0.83
bscwweasel.csv,1.0,0.0,0.8,1.0,0.88,1.0,0.89,0.11,0.83,0.44,0.8,0.0,0.0,0.14,0.82,0.33,0.0,1.0,0.6
bzbyte.csv,0.49,0.45,0.61,0.54,0.8,0.14,0.33,0.17,0.52,0.24,0.78,0.19,0.05,0.04,1.0,0.19,0.44,1.0,0.77
capcode.csv,0.42,0.5,0.5,0.0,0.67,0.29,0.25,1.0,0.5,0.25,0.88,0.17,0.07,0.04,0.75,0.19,0.28,0.96,0.91
emite.csv,0.6,0.4,0.6,0.88,1.0,0.15,0.47,0.15,0.62,0.39,0.86,0.3,0.05,0.0,0.87,0.28,1.0,1.0,0.55
fbmanager.csv,0.64,0.5,0.65,1.0,0.89,0.16,0.47,0.23,0.71,0.5,0.73,0.0,0.04,0.0,0.76,0.35,0.5,1.0,0.93
lcfizvtop.csv,0.45,1.0,0.69,0.7,0.86,0.15,0.47,0.09,0.62,0.33,0.91,0.85,0.0,0.1,0.85,0.32,0.47,1.0,0.86
mediaportal.csv,0.0,0.48,0.5,0.0,0.72,0.1,0.18,0.1,0.44,0.25,0.74,1.0,0.0,0.01,0.7,0.91,0.4,0.96,0.64
nodal.csv,0.46,1.0,0.81,0.58,0.8,0.12,0.56,0.16,0.67,0.96,0.74,0.3,0.0,0.0,0.67,0.34,0.47,1.0,0.67
paintown.csv,1.0,0.63,0.68,0.65,0.82,0.12,0.44,0.19,0.56,0.26,0.88,0.2,0.1,0.05,0.78,0.24,0.56,1.0,0.74
powerfolder.csv,0.0,0.5,0.0,0.0,1.0,0.0,0.75,0.0,1.0,0.2,0.67,0.0,0.0,1.0,0.8,0.37,0.0,1.0,0.0
retromenu.csv,0.25,1.0,0.88,1.0,0.93,0.0,1.0,0.16,0.86,0.46,0.78,0.0,0.0,0.33,0.92,0.38,0.5,1.0,1.0
smbopensoft.csv,0.59,0.99,0.63,0.52,0.85,0.22,0.47,0.2,0.53,0.3,0.76,0.14,0.07,0.08,0.87,0.21,0.57,1.0,0.85
sqlpower-library.csv,0.47,0.62,0.68,0.46,1.0,0.19,0.5,0.2,0.56,0.27,0.69,0.2,0.05,0.18,0.77,0.21,0.41,0.98,0.73
st-filteredstatistics.csv,0.5,0.56,0.61,0.58,0.81,0.15,0.4,0.18,0.71,0.26,1.0,0.19,0.06,0.06,0.77,0.21,0.5,1.0,0.75
triplea.csv,0.67,0.62,1.0,0.74,0.77,0.17,0.35,0.12,0.61,0.36,0.82,0.25,0.06,0.08,0.74,0.28,0.35,0.97,0.73
uface.csv,0.42,0.49,0.59,0.51,0.69,0.19,0.33,0.13,0.51,0.22,0.8,0.19,0.05,0.03,0.74,0.16,0.49,0.98,1.0
