,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.67,0.67,0.5,0.0,0.0,0.0,0.67,0.0,0.5,0.94,0.0,0.0,0.0
botsnscouts.csv,0.91,0.96,0.5,0.8,0.59,0.83,0.36,0.48,0.44,0.8,0.69,0.0,0.5,0.9,0.8,0.41,0.0,0.67,0.83
bscwweasel.csv,0.5,0.0,0.8,0.67,0.88,0.95,0.89,0.89,0.83,0.89,0.8,0.5,0.0,0.86,0.91,0.73,0.0,0.8,0.8
bzbyte.csv,0.43,0.3,0.33,0.44,0.4,0.43,0.37,0.4,0.36,0.37,0.32,0.39,0.42,0.37,0.39,0.37,0.44,0.46,0.4
capcode.csv,0.97,0.5,0.71,0.5,0.89,0.79,0.75,0.92,0.79,0.41,0.69,0.83,0.71,0.61,0.65,0.81,0.78,0.5,0.64
emite.csv,0.9,0.8,0.9,0.88,0.8,0.8,0.68,0.92,0.77,0.65,0.41,0.9,0.55,0.89,0.8,0.96,0.61,0.88,0.94
fbmanager.csv,0.57,0.88,0.59,0.5,0.39,0.95,0.58,0.53,0.57,0.73,0.46,0.83,0.46,0.76,0.47,0.56,0.9,0.43,0.54
lcfizvtop.csv,0.95,0.5,0.62,0.8,0.45,0.95,0.47,0.91,0.42,0.83,0.82,0.69,0.8,0.95,0.48,0.62,0.53,0.82,0.69
mediaportal.csv,0.0,0.28,0.54,0.0,0.45,0.5,0.49,0.48,0.44,0.49,0.43,0.0,0.0,0.42,0.55,0.98,0.41,0.61,0.45
nodal.csv,0.96,0.5,0.56,0.92,0.4,0.69,0.62,0.6,0.83,0.7,0.47,0.9,0.67,0.96,0.83,0.79,0.8,0.46,0.94
paintown.csv,0.51,0.57,0.44,0.5,0.48,0.49,0.35,0.43,0.56,0.33,0.4,0.49,0.52,0.37,0.38,0.39,0.53,0.37,0.51
powerfolder.csv,0.0,0.5,0.0,0.0,0.5,0.0,0.88,0.0,0.0,0.8,0.67,0.0,0.0,0.8,0.8,0.98,0.0,0.0,0.0
retromenu.csv,0.75,0.67,0.88,0.8,0.64,0.8,0.55,0.63,0.57,0.92,0.89,0.0,0.5,0.89,0.83,0.6,0.5,0.88,0.5
smbopensoft.csv,0.62,0.44,0.32,0.56,0.39,0.5,0.33,0.38,0.5,0.36,0.32,0.79,0.49,0.45,0.36,0.39,0.46,0.38,0.48
sqlpower-library.csv,0.97,0.55,0.35,0.88,0.45,0.5,0.38,0.37,0.33,0.34,0.46,0.39,0.45,0.94,0.42,0.34,0.51,0.38,0.49
st-filteredstatistics.csv,0.48,0.51,0.36,0.45,0.43,0.6,0.32,0.35,0.46,0.38,0.33,0.46,0.52,0.58,0.35,0.39,0.39,0.39,0.49
triplea.csv,0.51,0.6,0.41,0.58,0.42,0.52,0.37,0.42,0.5,0.54,0.39,0.58,0.44,0.52,0.5,0.38,0.76,0.39,0.46
uface.csv,0.53,0.28,0.33,0.45,0.4,0.44,0.35,0.41,0.37,0.37,0.28,0.43,0.41,0.31,0.37,0.43,0.32,0.37,0.38
