,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.09,0.39,0.9,0.08,0.31
k3b.csv,0.91,0.93,0.94,0.94,0.76
myfaces.csv,0.26,0.93,0.25,0.71,0.41
robocode.csv,0.78,0.84,0.63,0.71,0.62
zildo.csv,0.35,0.68,0.81,0.38,0.5
