,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.67,0.77,0.9,0.4,0.95
k3b.csv,0.46,0.48,0.58,0.14,0.86
myfaces.csv,0.75,0.55,0.93,0.37,0.8
robocode.csv,0.69,0.5,0.59,0.21,0.8
zildo.csv,0.73,0.75,0.79,0.21,0.91
