,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.11,0.44,0.9,0.1,0.36
k3b.csv,0.37,0.0,0.51,0.21,0.75
myfaces.csv,0.3,0.58,0.29,0.73,0.45
robocode.csv,0.76,0.45,0.59,0.68,0.62
zildo.csv,0.4,0.7,0.8,0.42,0.55
