,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.91,0.62,0.15,0.92,0.69
k3b.csv,0.9,1.0,0.82,0.95,0.38
myfaces.csv,0.74,0.78,0.75,0.35,0.64
robocode.csv,0.36,0.86,0.64,0.52,0.53
zildo.csv,0.66,0.39,0.32,0.67,0.52
