,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.67,0.64,0.48,0.9,0.53
k3b.csv,0.43,0.39,0.34,0.44,0.43
myfaces.csv,0.88,0.36,0.93,0.57,0.53
robocode.csv,0.5,0.41,0.46,0.55,0.42
zildo.csv,0.73,0.42,0.43,0.74,0.53
