,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,0.47,0.35,0.44,0.44,0.41,0.35,0.41,0.35,0.4,0.38
bscwweasel.csv,0.68,0.83,0.74,0.75,0.67,0.57,0.88,0.5,0.46,0.7
cme.csv,0.8,0.67,0.5,0.0,0.0,0.86,0.0,0.0,0.83,0.83
fido.csv,0.7,0.89,0.0,0.0,0.0,0.77,0.83,0.94,0.0,0.0
japano.csv,0.52,0.54,0.56,0.4,0.51,0.54,0.61,0.32,0.5,0.83
joustsim.csv,0.67,0.57,0.66,0.5,0.51,0.49,0.73,0.37,0.63,0.37
log4net.csv,0.67,0.67,0.94,0.71,0.86,0.61,0.36,0.93,0.47,0.88
personalaccess.csv,0.87,0.37,0.5,0.47,0.63,0.36,0.53,0.37,0.52,0.38
rcp-company-uibindings.csv,0.6,0.55,0.45,0.57,0.48,0.44,0.5,0.64,0.43,0.41
unbvision.csv,0.71,0.42,0.53,0.46,0.52,0.42,0.35,0.74,0.37,0.38
