,bscwweasel.csv,japano.csv,log4net.csv,botsnscouts.csv,unbvision.csv,personalaccess.csv,joustsim.csv,fido.csv,rcp-company-uibindings.csv,cme.csv
botsnscouts.csv,294.5,387.0,1889.0,188.0,97.5,99.0,1108.0,567.0,99.0,1150.0
bscwweasel.csv,192.0,173.0,811.0,91.5,1034.5,99.0,521.0,90.5,99.0,563.0
cme.csv,178.0,107.0,52.0,0.0,0.0,95.5,0.0,0.0,93.5,68.5
fido.csv,287.5,93.5,0.0,29.5,0.0,99.0,156.5,474.5,0.0,0.0
japano.csv,572.0,289.5,1863.5,290.5,97.5,99.0,1089.0,758.0,99.0,939.0
joustsim.csv,196.0,385.0,1263.0,290.5,97.5,99.0,237.5,659.5,93.5,1720.5
log4net.csv,464.5,93.5,643.5,162.0,464.0,96.5,978.0,1135.5,99.0,574.5
personalaccess.csv,705.5,387.0,1115.5,188.0,97.5,99.0,555.5,1849.5,99.0,1291.0
rcp-company-uibindings.csv,281.5,192.0,2098.0,91.5,97.5,99.0,1094.0,284.5,99.0,633.0
unbvision.csv,280.5,290.5,1422.0,282.5,97.5,99.0,1122.0,1253.5,99.0,1505.0
