,0,1,2,3,4,5,6,7,8
bl-toolkit.csv,0.33,0.1,0.31,0.225,0.1,0.31,0.29,0.1,0.31
opengs.csv,0.29,0.2,0.41500000000000004,0.41500000000000004,0.2,0.5,0.31,0.2,0.41500000000000004
patterntesting.csv,0.125,0.0,0.2,0.125,0.0,0.225,0.27,0.0,0.25
log4net.csv,0.365,0.67,0.0,0.645,0.67,0.0,0.38,0.67,0.0
gzigzag.csv,0.475,0.585,0.145,0.475,0.585,0.41500000000000004,0.33,0.585,0.0
fw4spl.csv,0.6,0.775,0.5,0.75,0.775,0.585,0.37,0.775,0.585
phet.csv,0.575,0.71,0.67,0.575,0.71,0.71,0.38,0.71,0.67
gnukeda.csv,0.5,0.5,0.33,0.5,0.5,0.41500000000000004,0.29,0.5,0.33
jaxen.csv,0.125,0.0,0.0,0.365,0.0,0.0,0.29000000000000004,0.0,0.0
unimrcp.csv,0.0,0.5,0.225,0.5,0.5,0.17,0.315,0.5,0.29000000000000004
enlightenment.csv,0.67,0.795,0.475,0.565,0.795,0.52,0.425,0.795,0.525
tokratan.csv,0.0,0.645,0.0,0.5,0.645,0.0,0.4,0.645,0.0
opensim4opencog.csv,0.38,0.5,0.0,0.61,0.5,0.0,0.325,0.5,0.0
rsyslog.csv,0.0,0.0,0.125,0.0,0.0,0.0,0.45,0.0,0.0
qlc.csv,0.33,0.67,0.0,0.365,0.67,0.0,0.345,0.67,0.0
lockss.csv,0.29000000000000004,0.5,0.0,0.33,0.5,0.0,0.33,0.5,0.0
nicepress.csv,0.41500000000000004,0.0,0.33,0.41500000000000004,0.0,0.33,0.33,0.0,0.33
scenemonitor.csv,0.0,0.0,0.0,0.33,0.0,0.0,0.2,0.0,0.0
wxlua.csv,0.0,0.585,0.41500000000000004,0.4,0.585,0.45,0.4,0.585,0.435
blue-c.csv,0.0,0.45,0.33,0.0,0.45,0.25,0.33,0.45,0.29000000000000004
tcl.csv,0.185,0.5,0.33,0.25,0.5,0.29000000000000004,0.25,0.5,0.29000000000000004
etherboot.csv,0.29000000000000004,0.5,0.0,0.5,0.5,0.41500000000000004,0.275,0.5,0.165
