,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.45,0.97,0.37,0.41,0.33
bdbbasic.csv,0.45,0.51,0.63,0.96,0.43
empyrean.csv,1.0,0.49,0.38,0.56,0.28
gnome-jabber.csv,0.54,0.51,0.2,0.3,0.77
nutz.csv,0.56,0.31,0.92,0.43,0.0
